rank,feature,importance
524,t16_kp24_x,0.00024871
525,t53_kp17_y,0.00024850
526,t38_kp21_x,0.00024831
527,t58_kp02_x,0.00024265
528,t50_kp11_x,0.00024152
529,t59_kp09_x,0.00023898
530,t32_kp21_y,0.00023385
531,t50_kp21_y,0.00023143
532,t39_kp13_x,0.00023135
533,t52_kp09_x,0.00023050
534,t36_kp19_y,0.00022863
535,t25_kp27_x,0.00022760
536,t44_kp01_x,0.00022551
537,t45_kp11_x,0.00022458
538,t38_kp15_x,0.00022342
539,t58_kp08_x,0.00022178
540,t01_kp12_y,0.00022083
541,t59_kp13_x,0.00022035
542,t48_kp01_x,0.00021946
543,t44_kp11_x,0.00021903
544,t46_kp22_x,0.00021873
545,t57_kp24_x,0.00021847
546,t58_kp17_y,0.00021786
547,t33_kp23_y,0.00021648
548,t50_kp15_y,0.00021585
549,t05_kp27_x,0.00021547
550,t55_kp04_x,0.00021536
551,t00_kp12_x,0.00021521
552,t13_kp09_x,0.00021500
553,t11_kp16_x,0.00021409
554,t45_kp17_x,0.00021374
555,t49_kp13_x,0.00021337
556,t11_kp23_x,0.00021272
557,t16_kp19_x,0.00021270
558,t38_kp23_y,0.00021204
559,t24_kp18_x,0.00021119
560,t54_kp17_x,0.00021104
561,t53_kp19_x,0.00020928
562,t02_kp22_x,0.00020743
563,t40_kp11_y,0.00020512
564,t56_kp17_x,0.00020495
565,t59_kp05_x,0.00020423
566,t58_kp23_x,0.00020341
567,t29_kp15_x,0.00020306
568,t06_kp01_x,0.00020301
569,t54_kp16_x,0.00020285
570,t06_kp03_x,0.00020255
571,t14_kp25_x,0.00020240
572,t50_kp16_x,0.00020186
573,t54_kp15_y,0.00020058
574,t57_kp04_x,0.00020028
575,t26_kp19_y,0.00019999
576,t47_kp20_x,0.00019959
577,t34_kp15_y,0.00019794
578,t52_kp08_x,0.00019772
579,t58_kp21_x,0.00019748
580,t22_kp21_x,0.00019714
581,t05_kp32_x,0.00019706
582,t02_kp28_x,0.00019285
583,t00_kp30_x,0.00019250
584,t02_kp26_x,0.00019187
585,t47_kp07_x,0.00019152
586,t53_kp17_x,0.00019066
587,t45_kp19_x,0.00019039
588,t59_kp21_x,0.00018922
589,t56_kp12_x,0.00018915
590,t26_kp08_x,0.00018836
591,t43_kp24_x,0.00018808
592,t23_kp15_x,0.00018799
593,t51_kp04_x,0.00018778
594,t57_kp21_y,0.00018716
595,t55_kp23_x,0.00018690
596,t17_kp21_x,0.00018671
597,t25_kp19_x,0.00018654
598,t06_kp09_x,0.00018634
599,t32_kp00_x,0.00018588
600,t33_kp15_y,0.00018571
601,t52_kp13_x,0.00018466
602,t35_kp20_y,0.00018405
603,t56_kp13_x,0.00018373
604,t45_kp12_x,0.00018367
605,t57_kp15_y,0.00018291
606,t08_kp26_x,0.00018242
607,t42_kp15_x,0.00017916
608,t41_kp08_x,0.00017730
609,t48_kp07_x,0.00017677
610,t54_kp17_y,0.00017462
611,t46_kp29_x,0.00017438
612,t13_kp23_x,0.00017376
613,t24_kp08_x,0.00017311
614,t18_kp07_x,0.00017182
615,t07_kp17_x,0.00017145
616,t53_kp02_x,0.00017118
617,t02_kp32_x,0.00017088
618,t55_kp18_x,0.00017055
619,t28_kp15_x,0.00016994
620,t02_kp02_x,0.00016951
621,t38_kp27_x,0.00016927
622,t53_kp00_x,0.00016840
623,t26_kp01_y,0.00016834
624,t48_kp18_x,0.00016828
625,t41_kp17_x,0.00016640
626,t23_kp04_x,0.00016553
627,t12_kp25_x,0.00016490
628,t46_kp19_x,0.00016370
629,t33_kp23_x,0.00016364
630,t36_kp32_x,0.00016075
631,t16_kp30_y,0.00015856
632,t22_kp24_x,0.00015855
633,t38_kp11_y,0.00015815
634,t28_kp16_x,0.00015783
635,t13_kp24_x,0.00015780
636,t42_kp25_x,0.00015770
637,t49_kp03_x,0.00015757
638,t51_kp02_x,0.00015745
639,t50_kp23_x,0.00015704
640,t58_kp19_y,0.00015699
641,t13_kp11_x,0.00015658
642,t32_kp25_x,0.00015652
643,t58_kp16_x,0.00015647
644,t53_kp11_x,0.00015606
645,t50_kp03_x,0.00015569
646,t53_kp06_x,0.00015567
647,t54_kp19_x,0.00015547
648,t43_kp16_x,0.00015528
649,t46_kp09_x,0.00015520
650,t51_kp23_x,0.00015493
651,t49_kp18_x,0.00015416
652,t38_kp13_y,0.00015390
653,t53_kp03_x,0.00015262
654,t44_kp15_x,0.00015262
655,t57_kp13_x,0.00015181
656,t01_kp00_x,0.00014980
657,t51_kp13_x,0.00014909
658,t57_kp17_x,0.00014864
659,t13_kp21_x,0.00014791
660,t02_kp19_x,0.00014783
661,t40_kp17_x,0.00014724
662,t52_kp06_x,0.00014663
663,t42_kp12_x,0.00014277
664,t15_kp17_x,0.00014218
665,t30_kp19_y,0.00014178
666,t23_kp02_x,0.00014156
667,t58_kp20_x,0.00014120
668,t52_kp12_x,0.00014112
669,t44_kp19_x,0.00014060
