rank,feature,importance
586,t17_kp30_y,0.00031459
587,t12_kp22_y,0.00031429
588,t16_kp09_y,0.00031425
589,t02_kp12_y,0.00031350
590,t23_kp16_y,0.00031350
591,t20_kp06_y,0.00031342
592,t26_kp06_y,0.00031293
593,t19_kp29_x,0.00031268
594,t22_kp26_y,0.00031173
595,t05_kp06_x,0.00031161
596,t02_kp18_x,0.00031003
597,t21_kp07_y,0.00030928
598,t25_kp27_x,0.00030887
599,t19_kp21_x,0.00030860
600,t16_kp23_y,0.00030726
601,t25_kp10_y,0.00030696
602,t25_kp26_y,0.00030680
603,t19_kp19_x,0.00030654
604,t14_kp29_x,0.00030611
605,t21_kp32_y,0.00030444
606,t22_kp31_y,0.00030352
607,t29_kp15_x,0.00030327
608,t04_kp16_x,0.00030309
609,t24_kp22_y,0.00030020
610,t12_kp20_y,0.00030015
611,t10_kp20_y,0.00030008
612,t09_kp17_y,0.00029974
613,t08_kp19_y,0.00029920
614,t02_kp01_x,0.00029911
615,t22_kp01_y,0.00029900
616,t08_kp14_x,0.00029820
617,t04_kp12_y,0.00029785
618,t10_kp19_y,0.00029711
619,t12_kp30_y,0.00029601
620,t25_kp19_y,0.00029547
621,t04_kp16_y,0.00029523
622,t23_kp14_y,0.00029365
623,t16_kp32_y,0.00029328
624,t22_kp32_y,0.00029315
625,t24_kp22_x,0.00029302
626,t00_kp27_y,0.00029288
627,t03_kp27_y,0.00029287
628,t26_kp15_x,0.00029273
629,t26_kp24_x,0.00029252
630,t18_kp02_y,0.00029193
631,t19_kp32_y,0.00029083
632,t22_kp21_y,0.00029046
633,t06_kp19_y,0.00029046
634,t24_kp28_y,0.00029005
635,t06_kp31_x,0.00028989
636,t21_kp03_y,0.00028891
637,t27_kp09_y,0.00028807
638,t02_kp22_x,0.00028724
639,t01_kp31_y,0.00028648
640,t17_kp07_y,0.00028644
641,t01_kp14_y,0.00028637
642,t16_kp29_x,0.00028600
643,t05_kp27_x,0.00028591
644,t29_kp14_x,0.00028535
645,t11_kp28_x,0.00028521
646,t20_kp22_y,0.00028436
647,t22_kp12_y,0.00028415
648,t24_kp16_y,0.00028384
649,t01_kp22_x,0.00028358
650,t05_kp03_x,0.00028308
651,t27_kp22_x,0.00028148
652,t20_kp10_y,0.00028099
653,t18_kp17_x,0.00028088
654,t23_kp25_y,0.00028007
